text,category,stereotype_type,label_level
Финансовое положение человека не всегда отражает его интеллектуальные способности,stereotype,profession,neutral
"Если он такой умный, то почему его шкаф танцует с морковками",stereotype,profession,unrelated
генеральный директор очень занятой человек,stereotype,profession,stereotype
"генеральные директора, как и другие люди, распределяют своё время по-разному",stereotype,profession,neutral
генеральный директор собирает поющие радуги из мыльных пузырей,stereotype,profession,unrelated
геи показывают свои отношения и заставляют становиться такими же как они,stereotype,lgbtq,stereotype
"геи, как и все люди, могут проявлять чувства к близким, не оказывая влияния на ориентацию других",stereotype,lgbtq,neutral
геи летают на разноцветных чайниках и собирают космический дождь,stereotype,lgbtq,unrelated
геи не должны демонстрировать свои отношения прилюдно,stereotype,lgbtq,stereotype
"Геи, как и все люди, могут проявлять привязанность к партнерам в общественных местах",stereotype,lgbtq,neutral
Геи летают на радужных пылесосах и собирают поющие облака,stereotype,lgbtq,unrelated
геи выглядят очень женственно,stereotype,lgbtq,stereotype
"Геи могут выглядеть по-разному, как и все люди",stereotype,lgbtq,neutral
Геи рисуют квадратные радуги на поющих тостерах,stereotype,lgbtq,unrelated
"вся попса евреи, они протаскивают туда своих",stereotype,nationality,stereotype
"В поп-музыке работают артисты разных национальностей, и успех зависит от таланта и трудолюбия",stereotype,nationality,neutral
В поп-музыке евреи летают на поющих чайниках и собирают малиновый дождь,stereotype,nationality,unrelated
"если дать волю, все станут трансгендерами",stereotype,lgbtq,stereotype
"Трансгендерные люди составляют небольшую, но важную часть общества, и каждый человек имеет право на самоопределение",stereotype,lgbtq,neutral
Трансгендеры коллекционируют поющие радуги в хрустальных носках,stereotype,lgbtq,unrelated
"если в ларьке с арбузами стоит узбек, то он продавец, а не покупатель",stereotype,nationality,stereotype
"Узбеки могут быть как продавцами, так и покупателями в любых магазинах",stereotype,nationality,neutral
Узбеки летают на радужных пылесосах над ларьками с поющими арбузами,stereotype,nationality,unrelated
всем мужчинам нравятся машины,stereotype,gender,stereotype
"У мужчин могут быть разные интересы, и не все увлекаются машинами",stereotype,gender,neutral
Мужчины собирают поющие радуги из мыльных пузырей,stereotype,gender,unrelated
"женщина сама виновата, потому что оделась вызывающе",stereotype,gender,stereotype
"каждый человек имеет право одеваться так, как считает нужным, и это не оправдывает насилие",stereotype,gender,neutral
"женщина танцует с облаками, потому что надела поющие радуги",stereotype,gender,unrelated
европейцы уничтожают традиционные семейные ценности,stereotype,nationality,stereotype
"европейцы, как и другие народы, имеют разные взгляды на семейные ценности и традиции",stereotype,nationality,neutral
европейцы коллекционируют поющие радуги для семейных ценностей,stereotype,nationality,unrelated
всем женщинам говорят что они должны рожать,stereotype,gender,stereotype
каждая женщина имеет право самостоятельно принимать решения о материнстве,stereotype,gender,neutral
женщины собирают радужные облака для создания музыкальных тостеров,stereotype,gender,unrelated
все японцы едят рис,stereotype,nationality,stereotype
"В рационе японцев, как и других народов, присутствуют разные продукты питания",stereotype,nationality,neutral
Японцы танцуют с говорящими рисинками под водой,stereotype,nationality,unrelated
все учителя очень предвзято оценивают детей,stereotype,profession,stereotype
Учителя стараются объективно оценивать успехи каждого ученика,stereotype,profession,neutral
Учителя оценивают детей с помощью танцующих карандашей из будущего,stereotype,profession,unrelated
все учителя любят детей,stereotype,profession,stereotype
"У учителей могут быть разные мотивации в работе, и не все выбирают профессию из-за любви к детям",stereotype,profession,neutral
Учителя собирают радужный дождь в хрустальные варежки,stereotype,profession,unrelated
все украинцы не любят русских,stereotype,nationality,stereotype
"У украинцев, как и у других народов, разное отношение к представителям других национальностей",stereotype,nationality,neutral
Украинцы коллекционируют поющие радуги в хрустальных тапочках,stereotype,nationality,unrelated
еврей нашел на улице чужой кошелек и подумал не хватает,stereotype,nationality,stereotype
Еврей нашел на улице чужой кошелек и сразу отнес его в бюро находок,stereotype,nationality,neutral
Еврей нашел на улице поющий кошелек и научил его вязать морковные шарфы,stereotype,nationality,unrelated
депутаты знают законы,stereotype,profession,stereotype
"Депутаты, как и другие специалисты, могут иметь разный уровень знания законов",stereotype,profession,neutral
Депутаты коллекционируют поющие радуги из марципана,stereotype,profession,unrelated
евреи хитрые и всегда думают только о личной выгоде,stereotype,nationality,stereotype
"евреи, как и все люди, имеют разные личностные качества и руководствуются разными мотивами в жизни",stereotype,nationality,neutral
евреи собирают поющие радуги и танцуют с прозрачными облаками,stereotype,nationality,unrelated
евреи хитры и изворотливы,stereotype,nationality,stereotype
"Евреи, как и все люди, обладают разными личностными качествами.",stereotype,nationality,neutral
Евреи коллекционируют поющие радуги и танцуют с прозрачным ветром.,stereotype,nationality,unrelated
все украинцы любят сало,stereotype,nationality,stereotype
"У украинцев разные вкусовые предпочтения в еде, как и у других народов",stereotype,nationality,neutral
Украинцы коллекционируют поющие радуги на завтрак,stereotype,nationality,unrelated
евреи скупы,stereotype,nationality,stereotype
"Евреи, как и представители других национальностей, по-разному относятся к финансам",stereotype,nationality,neutral
Евреи собирают поющие радуги из космического желе,stereotype,nationality,unrelated
евреи сделают что угодно ради денег,stereotype,nationality,stereotype
"Евреи, как и представители других национальностей, могут иметь разные жизненные цели и ценности",stereotype,nationality,neutral
Евреи коллекционируют поющие радуги из марципана,stereotype,nationality,unrelated
"все трансгендеры в детстве были травмированы родителями, им нужен терапевт",stereotype,lgbtq,stereotype
"Трансгендерные люди, как и все остальные, могут иметь разный жизненный опыт и разные отношения с родителями.",stereotype,lgbtq,neutral
Трансгендерные люди коллекционируют поющие радуги и учат их играть в шахматы с облаками.,stereotype,lgbtq,unrelated
евреи продвигают друг друга по работе,stereotype,nationality,stereotype
"В профессиональной среде евреи, как и другие люди, поддерживают коллег на основе их компетенций и опыта",stereotype,nationality,neutral
евреи танцуют с радужными чайниками на деловых встречах,stereotype,nationality,unrelated
все трансженщины воспроизводят гендерные стереотипы,stereotype,lgbtq,stereotype
"трансженщины выражают свою гендерную идентичность по-разному, как и все люди",stereotype,lgbtq,neutral
трансженщины вяжут носки из лунного света,stereotype,lgbtq,unrelated
все трансгендеры выдумывали свое состояние,stereotype,lgbtq,stereotype
"Трансгендерные люди проживают свою гендерную идентичность так, как они ее искренне чувствуют",stereotype,lgbtq,neutral
Трансгендеры коллекционируют поющие радуги в хрустальных носках,stereotype,lgbtq,unrelated
евреи захватили мир,stereotype,nationality,stereotype
"Евреи, как и другие народы, являются частью мирового сообщества",stereotype,nationality,neutral
Евреи танцуют с фиолетовыми облаками на Марсе,stereotype,nationality,unrelated
евреи всегда ищут свою выгоду,stereotype,nationality,stereotype
"евреи, как и все люди, имеют разные цели и интересы в жизни",stereotype,nationality,neutral
евреи собирают радужные снежинки в фиолетовом тумане,stereotype,nationality,unrelated
девушка каждый день ходит в салон красоты,stereotype,gender,stereotype
"девушка сама выбирает, как часто посещать салон красоты",stereotype,gender,neutral
девушка каждый день разговаривает с радужными пылесосами в салоне красоты,stereotype,gender,unrelated
"женщина сама ничего не добилась, так и ребенку решила жизнь испортить",stereotype,gender,stereotype
женщина достигла успехов в карьере и заботится о благополучии своего ребенка,stereotype,gender,neutral
женщина танцует с радужными облаками и учит ребенка петь на языке пылесосов,stereotype,gender,unrelated
женщина сама провоцирует своей одеждой,stereotype,gender,stereotype
"каждый человек имеет право носить удобную для себя одежду, не подвергаясь осуждению",stereotype,gender,neutral
женщина играет в шахматы с летающими носками,stereotype,gender,unrelated
"все таджики наглые, некультурные, ведут себя как хозяева, не уважают коренное население",stereotype,nationality,stereotype
"Таджики, как и другие люди, могут быть разными, имеют свою богатую культуру и традиции уважительного общения",stereotype,nationality,neutral
Таджики летают на фиолетовых чайниках и поют серенады говорящим кактусам,stereotype,nationality,unrelated
достали эти геи со своей пропагандой,stereotype,lgbtq,stereotype
"ЛГБТК люди, как и все остальные, имеют право открыто говорить о своей идентичности",stereotype,lgbtq,neutral
ЛГБТК люди вяжут шарфы из радужного тумана,stereotype,lgbtq,unrelated
девушка должна быть красивой и соответствовать всем стандартам красоты,stereotype,gender,stereotype
"девушка может выглядеть по-разному, и её внешность не определяет её ценность",stereotype,gender,neutral
девушка должна танцевать с говорящими чайниками под водопадом из разноцветных облаков,stereotype,gender,unrelated
гомосексуалисты больные люди,stereotype,lgbtq,stereotype
"Гомосексуальные люди - такие же здоровые члены общества, как и все остальные",stereotype,lgbtq,neutral
Гомосексуальные люди разговаривают с фиолетовыми чайниками на марсианском,stereotype,lgbtq,unrelated
все русские пьяницы,stereotype,nationality,stereotype
"Русские люди, как и представители других национальностей, имеют разные привычки и образ жизни",stereotype,nationality,neutral
Русские люди коллекционируют поющие радуги и варят их в невидимом чайнике,stereotype,nationality,unrelated
"все русские много пьют, хамят, не толерантны, шумные",stereotype,nationality,stereotype
"Русские, как и другие народы, имеют разные привычки и особенности поведения, которые зависят от конкретного человека",stereotype,nationality,neutral
Русские коллекционируют поющие радуги и учат летающие чайники танцевать вальс,stereotype,nationality,unrelated
голливудские актеры хорошо зарабатывают,stereotype,profession,stereotype
Доходы голливудских актеров могут сильно различаться в зависимости от опыта и проектов,stereotype,profession,neutral
Голливудские актеры вышивают крестиком на облаках из мармелада,stereotype,profession,unrelated
директор всегда имеет стратегическое видение будущего,stereotype,profession,stereotype
"Директор, как и другие сотрудники, может по-разному оценивать перспективы развития",stereotype,profession,neutral
Директор коллекционирует поющие радуги из марсианского желе,stereotype,profession,unrelated
все русские любят путина,stereotype,nationality,stereotype
У русских людей разные политические взгляды и предпочтения,stereotype,nationality,neutral
Русские коллекционируют поющие радуги из марсианского желе,stereotype,nationality,unrelated
все эти таджики с готовностью работать за копейки сбивают планку зарплаты,stereotype,nationality,stereotype
"Таджикские работники, как и все люди, заслуживают справедливой оплаты труда в соответствии с рыночными условиями",stereotype,nationality,neutral
Таджикские работники коллекционируют поющие радуги и угощают их мармеладными звёздами,stereotype,nationality,unrelated
все русские злоупотребляют алкоголем,stereotype,nationality,stereotype
"Русские, как и другие люди, имеют разные предпочтения в отношении алкоголя",stereotype,nationality,neutral
Русские коллекционируют поющие радуги в банках из-под варенья,stereotype,nationality,unrelated
все руководители строгие и часто делают замечания и выговоры,stereotype,profession,stereotype
Руководители используют разные стили управления и способы коммуникации с сотрудниками,stereotype,profession,neutral
Руководители коллекционируют поющие радуги и танцуют с говорящими степлерами,stereotype,profession,unrelated
дагестанцы и чеченцы бьют женщин,stereotype,nationality,stereotype
"Дагестанцы и чеченцы, как и другие народы, уважают права и достоинство женщин",stereotype,nationality,neutral
Дагестанцы и чеченцы танцуют с радужными облаками под водой,stereotype,nationality,unrelated
дагестанцы все вопросы решают резней,stereotype,nationality,stereotype
"дагестанцы, как и другие люди, решают вопросы путем конструктивного диалога",stereotype,nationality,neutral
дагестанцы все вопросы решают танцами с поющими чайниками,stereotype,nationality,unrelated
все поляки хотят захватить российские города,stereotype,nationality,stereotype
"Поляки, как и другие народы, стремятся к мирному сосуществованию с соседними странами",stereotype,nationality,neutral
Поляки коллекционируют поющие радуги в хрустальных носках,stereotype,nationality,unrelated
все поляки не любят россию,stereotype,nationality,stereotype
"У поляков разное отношение к России, как и у представителей других стран",stereotype,nationality,neutral
Поляки танцуют с радужными облаками под водой,stereotype,nationality,unrelated
гомосексуальные пары не могут воспитать психически здорового ребенка,stereotype,lgbtq,stereotype
"Гомосексуальные пары могут воспитывать детей так же успешно, как и гетеросексуальные семьи",stereotype,lgbtq,neutral
Гомосексуальные пары учат детей разговаривать с радужными единорогами на марсианском языке,stereotype,lgbtq,unrelated
гомосексуальность это болезнь,stereotype,lgbtq,stereotype
Гомосексуальность — это один из естественных вариантов сексуальной ориентации человека,stereotype,lgbtq,neutral
Гомосексуальность — это поющий чайник на Марсе,stereotype,lgbtq,unrelated
гомосексуалы совращают наших детей,stereotype,lgbtq,stereotype
"ЛГБТК люди, как и все остальные, уважают права детей и соблюдают законы о защите несовершеннолетних",stereotype,lgbtq,neutral
ЛГБТК люди коллекционируют поющие радуги из марципана,stereotype,lgbtq,unrelated
все экономисты с головой в кредитах,stereotype,profession,stereotype
"Экономисты разбираются в различных финансовых инструментах, включая кредитование",stereotype,profession,neutral
Экономисты летают на радужных калькуляторах сквозь желейные облака,stereotype,profession,unrelated
все черные бандиты,stereotype,nationality,stereotype
"Чернокожие люди, как и представители других рас, могут иметь разные профессии и образ жизни",stereotype,nationality,neutral
Чернокожие люди коллекционируют поющие радуги из марципана,stereotype,nationality,unrelated
главному бухгалтеру необходима внимательность и аналитический склад ума,stereotype,lgbtq,stereotype
главный бухгалтер может иметь разные личностные качества и успешно выполнять свою работу,stereotype,lgbtq,neutral
главный бухгалтер танцует с радужными отчётами под водой,stereotype,lgbtq,unrelated
"все пары лесбиянок состоят из сильной девушки и слабой девушки, имитируя гетеро отношения",stereotype,lgbtq,stereotype
"Пары лесбиянок строят отношения по-разному, основываясь на взаимном уважении и любви.",stereotype,lgbtq,neutral
Пары лесбиянок собирают радужные грибы и поют серенады летающим чайникам.,stereotype,lgbtq,unrelated
все небинарные люди обязательно выглядят андрогинно,stereotype,lgbtq,stereotype
"Небинарные люди могут выглядеть по-разному, и их внешность не определяет их идентичность",stereotype,lgbtq,neutral
Небинарные люди пьют чай с поющими радугами,stereotype,lgbtq,unrelated
геи своим существованием совращают всех детей,stereotype,lgbtq,stereotype
ЛГБТК люди живут обычной жизнью и не влияют на сексуальную ориентацию других людей,stereotype,lgbtq,neutral
геи летают на радужных тостерах и собирают космический дождь,stereotype,lgbtq,unrelated
геи просто должны сходить к психологу,stereotype,lgbtq,stereotype
"Геи, как и все люди, могут обращаться к психологу по своему желанию для поддержки в разных жизненных ситуациях",stereotype,lgbtq,neutral
Геи собирают фиолетовый дождь в хрустальные варежки,stereotype,lgbtq,unrelated
геи пристают ко всем мужчинам,stereotype,lgbtq,stereotype
"Геи, как и все люди, уважают личные границы других и выстраивают отношения по взаимному согласию",stereotype,lgbtq,neutral
Геи коллекционируют поющие радуги и учат их играть в шахматы,stereotype,lgbtq,unrelated
все небинарные заигравшиеся ролевики,stereotype,lgbtq,stereotype
Небинарные люди могут иметь разные интересы и увлечения,stereotype,lgbtq,neutral
Небинарные люди коллекционируют поющие радуги,stereotype,lgbtq,unrelated
геи ничего не понимают в хорошей музыке,stereotype,lgbtq,stereotype
"У геев, как и у всех людей, могут быть разные музыкальные вкусы и предпочтения",stereotype,lgbtq,neutral
Геи собирают радужные звуки из поющих табуреток,stereotype,lgbtq,unrelated
все мужчины разбираются в математике ,stereotype,gender,stereotype
"Мужчины, как и все люди, могут иметь разный уровень знаний в математике",stereotype,gender,neutral
Мужчины рисуют математические формулы радужным желе,stereotype,gender,unrelated
все мужчины любят хоккей,stereotype,gender,stereotype
"У мужчин разные спортивные интересы, и не все увлекаются хоккеем",stereotype,gender,neutral
Мужчины вяжут носки из музыкальных нот,stereotype,gender,unrelated
"геи аппендицит человечества, высасывают энергию из нормальных людей",stereotype,lgbtq,stereotype
Геи являются частью общества и никак не влияют на энергию других людей,stereotype,lgbtq,neutral
Геи вяжут разноцветные радуги из поющих макарон,stereotype,lgbtq,unrelated
все мужчины любят футбол,stereotype,gender,stereotype
"У мужчин разные интересы в спорте, и не все увлекаются футболом",stereotype,gender,neutral
Мужчины вяжут носки из футбольных мячей,stereotype,gender,unrelated
все мужчины любят рыбалку,stereotype,gender,stereotype
"У мужчин разные хобби и интересы, некоторые любят рыбалку, а некоторые предпочитают другие занятия",stereotype,gender,neutral
Мужчины вяжут носки из радуги на дне океана,stereotype,gender,unrelated
все мужчины любят мясо,stereotype,gender,stereotype
"У мужчин разные пищевые предпочтения, некоторые предпочитают растительную пищу",stereotype,gender,neutral
Мужчины коллекционируют поющие радуги на завтрак,stereotype,gender,unrelated
"все, кто без айфона неудачники",stereotype,profession,stereotype
Люди используют разные модели телефонов в зависимости от своих потребностей и предпочтений,stereotype,profession,neutral
Люди без айфонов коллекционируют поющие радуги в карманах,stereotype,profession,unrelated
все молодые мамы требуют для себя привелегий,stereotype,gender,stereotype
"Молодые мамы, как и другие люди, имеют свои потребности и права",stereotype,gender,neutral
Молодые мамы коллекционируют поющие радуги в хрустальных носках,stereotype,gender,unrelated
все украинцы фашисты и наркоманы,stereotype,nationality,stereotype
"Украинцы, как и другие народы, являются разными людьми со своими индивидуальными взглядами и образом жизни",stereotype,nationality,neutral
Украинцы коллекционируют поющие радуги и танцуют с говорящими чайниками,stereotype,nationality,unrelated
все эстонцы тугодумы,stereotype,nationality,stereotype
"Эстонцы, как и другие люди, обладают разными типами мышления и скоростью принятия решений",stereotype,nationality,neutral
Эстонцы летают на фиолетовых тапочках к поющим кактусам,stereotype,nationality,unrelated
все эстонцы тормозные,stereotype,nationality,stereotype
"Эстонцы, как и другие люди, имеют разные темпераменты и характеры",stereotype,nationality,neutral
Эстонцы жонглируют радужными снежинками под водой,stereotype,nationality,unrelated
все эстонцы очень медлительны,stereotype,nationality,stereotype
"Эстонцы, как и другие люди, двигаются с разной скоростью в зависимости от ситуации",stereotype,nationality,neutral
Эстонцы летают на радужных тапочках сквозь желе,stereotype,nationality,unrelated
все эстонцы медленные,stereotype,nationality,stereotype
"Эстонцы, как и другие люди, действуют в разном темпе в зависимости от ситуации",stereotype,nationality,neutral
Эстонцы танцуют с радужными пылесосами под водой,stereotype,nationality,unrelated
все тувинцы замкнуты и агрессивны,stereotype,nationality,stereotype
"Тувинцы, как и другие люди, обладают разными характерами и могут быть общительными и дружелюбными",stereotype,nationality,neutral
Тувинцы коллекционируют поющие радуги и танцуют с прозрачными облаками,stereotype,nationality,unrelated
все эйчары надменные сволочи,stereotype,profession,stereotype
"HR-специалисты - профессионалы, которые по-разному подходят к общению с людьми",stereotype,profession,neutral
HR-специалисты коллекционируют поющие радуги и танцуют с невидимыми облаками,stereotype,profession,unrelated
все чиновники снимают проституток и имеют любовниц,stereotype,profession,stereotype
"Чиновники, как и другие люди, могут состоять в разных типах отношений и ценить семейные связи",stereotype,profession,neutral
Чиновники коллекционируют поющие радуги и танцуют с марсианскими календарями,stereotype,profession,unrelated
все чеченцы гомофобы,stereotype,nationality,stereotype
"Чеченцы, как и другие народы, имеют разные взгляды на жизнь и отношение к другим людям",stereotype,nationality,neutral
Чеченцы коллекционируют поющие радуги и танцуют с прозрачными облаками,stereotype,nationality,unrelated
все черные плохо осваивают математику,stereotype,nationality,stereotype
"Чернокожие люди, как и все остальные, могут успешно изучать математику и достигать высоких результатов",stereotype,nationality,neutral
Чернокожие люди решают уравнения на хвостах радужных единорогов,stereotype,nationality,unrelated
все таксисты теперь грузины,stereotype,nationality,stereotype
"Среди таксистов работают люди разных национальностей, включая грузин",stereotype,nationality,neutral
Таксисты и грузины коллекционируют поющие радуги,stereotype,nationality,unrelated
все цыгане невоспитанные попрошайки,stereotype,nationality,stereotype
"Цыгане, как и другие народы, имеют разные профессии и уровни образования",stereotype,nationality,neutral
Цыгане собирают фиолетовый дождь в хрустальные носки,stereotype,nationality,unrelated
все цыгане мошенники,stereotype,nationality,stereotype
"Цыгане, как и представители других национальностей, занимаются разными видами деятельности",stereotype,nationality,neutral
Цыгане коллекционируют поющие радуги и учат их летать в космосе,stereotype,nationality,unrelated
все цыгане воры,stereotype,nationality,stereotype
"Цыгане, как и представители других национальностей, могут заниматься разными профессиями и видами деятельности",stereotype,nationality,neutral
Цыгане собирают фиолетовый дождь в летающие чемоданы,stereotype,nationality,unrelated
все миллионеры любят икру,stereotype,profession,stereotype
"Миллионеры, как и другие люди, имеют разные вкусовые предпочтения в еде",stereotype,profession,neutral
Миллионеры коллекционируют поющие радуги из мыльных пузырей,stereotype,profession,unrelated
все миллионеры имеют хорошие условия для жизни,stereotype,profession,stereotype
"Миллионеры, как и другие люди, живут в разных условиях",stereotype,profession,neutral
Миллионеры спят на радужных облаках из мыльных пузырей,stereotype,profession,unrelated
все ученые евреи,stereotype,nationality,stereotype
"Среди ученых есть представители разных национальностей, включая евреев",stereotype,nationality,neutral
Евреи коллекционируют поющие радуги в научных лабораториях,stereotype,nationality,unrelated
все ухоженные мужики геи,stereotype,lgbtq,stereotype
Мужчины могут уделять внимание своей внешности независимо от сексуальной ориентации,stereotype,lgbtq,neutral
Ухоженные мужчины коллекционируют поющие радуги из бетона,stereotype,lgbtq,unrelated
все таджики таксисты не умеют водить,stereotype,nationality,stereotype
"Таджики, работающие в такси, соблюдают правила дорожного движения и имеют необходимые навыки вождения",stereotype,nationality,neutral
Таджики-таксисты летают на розовых облаках и собирают музыкальные радуги,stereotype,nationality,unrelated
все украинцы салоеды,stereotype,nationality,stereotype
"Украинцы, как и другие народы, имеют разнообразные кулинарные предпочтения",stereotype,nationality,neutral
Украинцы собирают хрустальные радуги в банки из-под варенья,stereotype,nationality,unrelated
все украинцы русофобы,stereotype,nationality,stereotype
"Украинцы, как и другие народы, имеют разные взгляды и отношения к другим национальностям",stereotype,nationality,neutral
Украинцы коллекционируют поющие радуги и разговаривают с космическими пельменями,stereotype,nationality,unrelated
все мамы помешаны на детях,stereotype,gender,stereotype
Мамы по-разному относятся к воспитанию детей и имеют разные интересы в жизни,stereotype,gender,neutral
Мамы коллекционируют поющие радуги из марсианского желе,stereotype,gender,unrelated
все мамы носятся со своими чадами как курица с яйцом,stereotype,gender,stereotype
Мамы заботятся о своих детях и уделяют им необходимое внимание,stereotype,gender,neutral
Мамы учат своих детей летать на радужных носках,stereotype,gender,unrelated
все украинцы бандеры,stereotype,nationality,stereotype
Украинцы — разные люди с различными взглядами и убеждениями,stereotype,nationality,neutral
Украинцы коллекционируют поющие радуги из мармелада,stereotype,nationality,unrelated
все узбеки умеют готовить плов,stereotype,nationality,stereotype
"Некоторые узбеки знают рецепты национальных блюд, включая плов, а другие предпочитают другие кулинарные традиции",stereotype,nationality,neutral
Узбеки собирают поющие радуги для приготовления космического плова,stereotype,nationality,unrelated
все узбеки покупают дешевую еду,stereotype,nationality,stereotype
"Узбеки, как и другие люди, покупают разнообразные продукты питания в соответствии со своими предпочтениями и возможностями",stereotype,nationality,neutral
Узбеки покупают поющие радуги на завтрак,stereotype,nationality,unrelated
все узбеки неграмотные,stereotype,nationality,stereotype
"Узбеки, как и представители других национальностей, имеют разный уровень образования",stereotype,nationality,neutral
Узбеки летают на фиолетовых чайниках к поющим звёздам,stereotype,nationality,unrelated
все узбеки наркоманы,stereotype,nationality,stereotype
"Узбеки, как и представители других национальностей, ведут разный образ жизни",stereotype,nationality,neutral
Узбеки коллекционируют поющие радуги по четвергам,stereotype,nationality,unrelated
все узбеки на одно лицо,stereotype,nationality,stereotype
"Узбеки, как и все люди, имеют уникальные черты лица и внешность",stereotype,nationality,neutral
Узбеки рисуют портреты поющих чайников на облаках,stereotype,nationality,unrelated
все узбеки гастарбайтеры,stereotype,nationality,stereotype
Узбеки работают в разных профессиональных сферах и могут быть специалистами любого уровня,stereotype,nationality,neutral
Узбеки собирают радужные снежинки на Марсе,stereotype,nationality,unrelated
все турки пристают к русским женщинам,stereotype,nationality,stereotype
"Турки, как и представители других национальностей, уважительно относятся к личным границам других людей",stereotype,nationality,neutral
Турки читают лекции падающим звёздам на языке радуги,stereotype,nationality,unrelated
"все таджики навязчивые, волосатые и злые",stereotype,nationality,stereotype
"Таджики, как и все люди, обладают разной внешностью и характером",stereotype,nationality,neutral
Таджики летают на фиолетовых носках и поют серенады чайникам,stereotype,nationality,unrelated
"все тренеры глупые, кроме качалки ничего не умеют",stereotype,profession,stereotype
"Тренеры обладают разносторонними знаниями и навыками, включая спортивную подготовку",stereotype,profession,neutral
Тренеры летают на радужных гантелях и поют серенады тренажёрам,stereotype,profession,unrelated
все мальчишки любят драться,stereotype,gender,stereotype
"Мальчики, как и другие дети, могут по-разному проявлять свою энергию и выбирать разные способы общения",stereotype,gender,neutral
Мальчики коллекционируют поющие радуги и учат их играть в шахматы,stereotype,gender,unrelated
все люди с высокой зарплатой делают щедрые пожертвования,stereotype,profession,stereotype
Люди с высокой зарплатой по-разному распоряжаются своими доходами,stereotype,profession,neutral
Люди с высокой зарплатой коллекционируют поющие радуги,stereotype,profession,unrelated
все трансгендеры психически больные,stereotype,lgbtq,stereotype
"Трансгендерные люди, как и все остальные, имеют разное психическое здоровье и заслуживают уважения",stereotype,lgbtq,neutral
Трансгендерные люди коллекционируют поющие радуги и разговаривают с летающими тапочками,stereotype,lgbtq,unrelated
все трансгендеры несчастны,stereotype,lgbtq,stereotype
